clean_text,label
started with bricks now i m sold out bitch,1
i liked the day a bird got in your classroom,0
rt when ur with ur friend and a bitch u both hate walks past us as n,1
like i really want a rafter monkey,0
sleep over with guys doesn t mean we gonna fuck trust me you re a bitch for denying them pussy,1
rt when i say tainted i don t necessarily mean hoe or scandalous it could be a number of things,0
got your bitch over here combing my hair for me,1
rt to that niggah go follow,1
rt now that halloween is fast approaching please understand this we are a culture not a costume to mock and ridicule,0
ghetto driving a nice car and not having to pay a lot for rent i drive a lexus and pay little rent just saying,0
shut up niglet,1
popcorn and candy for dinner i always knew charlie brown was my spirit animal,0
the of his head to the sole of his feet,0
once fag you got pressed to the ground hang up your cleats n never put them back on or think about it,0
rt attack animals last house on the left by the lake and she got colored eyes we should have known lol,0
nobody ever got famous by being a whiny bitch either change the things that make you unhappy or be a whining turd farmer,1
rt mook gon wi but this battle is bad,0
really ain t nuttin to cut that bitch off,1
rt working theory this selective race abortion ban passed in florida today was just an excuse for redneck reps to say,0
someone probably told him god was trash,0
work is something adults do for money not borrow from money broke bitch,1
rt i can t fw no friendly bitch,1
rt ran outside mullet flowin nips shown shotgunned a cold one and yelled saturday welcome back you sexy beast mer,0
rt if you not gator you gator bait,0
i was impressed that anybody could chug a smirnoff ice that quickly,0
rt if i look at my bitch she better shut up ain t no arguing with niggaz in the street or social networks,1
lmaooooo epic bird wins,0
some douche cubs redneck cubs fan freaked out asking if bites no you bloody berk he s like the,0
rt heard you was talkin trash like i wouldn t find out,0
so says the one who fills an empty hole inside herself by worshiping a royal who all u kno may be a raging snotty bitch,1
tweakin hoe,1
mins for n to pick out a trash can meijer now do u guys understand why i took shots before this trip,0
i like him but i really doubt he even plays we already got a lot in the big man rotation committed to bosh bird mcbob amp shawne,0
some are oval and some are pink some are blue and some are just yellow,0
real serious in ct bunch of whiney cunts,1
best asian massage on the park slope top rated spa,0
rt i started fuckin with bitches who believe everything their horoscope say they believe the dumbass horoscopes they gunna bel,1
all i kno is make them hoes cone joints,1
stupid bitches,1
the bitch ass nigga i just called a bitch,1
lemmie eat a oreo amp do these dishes one oreo lol,0
really bitch,1
studies show that you re a faggot,1
smoke good weed with bad bitch and give a good girl bad habits,1
funny i thought s photo this week would have you hanging me over a trash can by my ankles,0
dat damn dog eats betta den most colored folk do,0
shoot dice let yo hoe fade me,1
my bitches get them christians nigga,1
rt bitch at macdonalds say u look a lil devilish day homey oh well bitch i woke up like this i woke up like this bey,1
rt i can t be worried bout no bitch cause that bitch could be somewhere sucking dick,1
red neck ice bucket challenge he must be from the sip,0
rt happy birthday faggot,1
johnny is a punk bitch doe,1
rt rt looking forward to sitting down with president obama for our th anniversary broadcast this sunday ho,0
gotta get my superbowl shirt at the cleaners then we hitting the big bird,0
rt reasons to be a mermaid no periods no pants perfect hair u get to lure men into their death also free clam bra,0
i want a slope job so i can get away from everything and be by myself for two weeks i hate being around people unless they are my friends,0
jihadi rehab needs to account for the unpleasant fact that it s the worst behaviors that attract participants,0
will u love dat nigga even if he lose it all or will u dip like the groupie hoes searching for another,1
how i beat up the pussy,1
rt you be smokin my dick bitch,1
fuck you niggah you gay lol,1
sitting on my window sill window open bird tries to fly in smacked it,0
houston has so many trash drivers,0
i m so tipsy i just tried to relate hoes to mild sauce and make it relevant lol,1
rt i tell you anything on this bitch i better get a thank you fuck wrong w you dumb ass i wanna be famous ass mixtapes cant r,1
rt charlie baker,0
superman your ho eyyyy,1
rt i can t stand a fuck these niggas ass bitch,1
i just cant stand how people get all fucking amped about it especially whiny bitches that even get scared at it,1
rt screaming after wes bitch ass annalise is losing her damn mind she need to put the big girl panties back on,1
i m about to hit a bitch,1
what did i prove for you that you re blissfully ignorant group thinker political chump and race traitor,0
lol ive gotten into with retards on here who actually think i am my avi ive gotten called ugly black bitch like,1
oscar taveras went yardie in his nd career mlb at bat what a stud,0
rt this is genius rt you fat nigga so is this pussy since we statin facts,1
best behaved kids ever at mommy s commercial audition oreo mcflurries for everybody,0
rt she need a man not no pussy boy,1
pussy,1
shut up with your arsenal already you bitch,1
when girls take my snap backs and beanies lol that s dollars a hat and for the ax beanies i don t let them take it,0
might have to play the b k tonight for my black hoes you know i still care about yal,1
some lying ass hoes lol,1
anybody remember that movie thumbelina i didn t noticed how flamin the bird was until now,0
rt beyonc is trash,1
does it bother anyone else that the planet of the apes timeline makes no sense,0
rt i don t be worrying about these messy hood ass hoes but they worrying about me though why,1
i swear bitches wouldn t have nothing to worry about but they don t know how to shut the fuck up,1
rt i m so sick head colds suuuck and on top of that had to challange me to a beer chug,0
rt it s so unfair that the hoes get to dress up as hoes for halloween,1
ima trash in fantasy,0
rt if i was to really be straight bold bitches will hate me man,1
niggas talk more then bitches these days,1
fuck what rappers say bitch i am la,1
rt finally warner bros making superhero films starring a woman person of color and actor who identifies as queer,0
i pictured angus running up the side of fob sharana with every day in afghanistan,0
rt cause i m as free as a bird now and this bird you can not change,0
highhhhh watching dawn of planet of the apes,0
can t stand a nigga that curve his boys for some hoes,1
two of the best yankees derek jeter and joe torre,0
draft drinking game chug a beer everytime you see a black woman crying,0
amos can two walk together unless they are agreed,0
fly as a bitch on aladdin rug,1
rt i live for street glory and i die for ghetto fame respect all fear none my pride is everything,0
haha ight nig calm yoself,1
rt today something is dope tomorrow that same thing is trash next month it is irrelevant next year it s classic,0
the bitch who shot cj is going upstate now he can rip,1
obama is a bitch his speech was pure politics for mid terms only way we destroy isis is with troops on the ground,1
if she do then she gone die too i ain t playin dawg bitches gone be ruthless then i will be too,1
apparently i got chunky for my bday worse bday present ever lol,0
and now jihadis bragging about a massive bombing in sadr city in baghdad,0
now infuriated jihadis are putting out murder requests on fighter pilots who participated in the bombings in,0
rt and pass that bitch,1
bags of chips rice krispies seeds gummies a pop tart some crackers powerades and a water yuhhh i m good lol,0
rt hate basic bitches,1
put her in her place cause pussies don t get pussy,1
mk hun just textith me,0
rt dear oreo what s this i hear about a watermelon flavor keep your fake fruit flavor out of my crisco sandwiches love,0
trash night tonight i can already hear the sound of america s thriving economic sector out on the street four wheels one of them wobbles,0
how is that not a yellow on ronaldo for full on body bumping the ref,0
you see the bitch with the fake leg that s bout to come on lmao she kinda bad doe in the pole,1
they re calling it because the wind is going to make a lot girls clams really sandy,1
yaya ho cute avi tho rt i had no idea she was sleep,0
happy another group of days you weird ass son of a bitch that s why we all love you though hoping there are riots in h town,1
looking like a hillbilly and not matching is what i do best goodnight losers,1
drunkkkk hotboxing these kushy blunts straight bumpin this hoe on some other shit bro i got mind fucked like when black zetzu betrayed,1
bitch no u not u look like a full breaded cracker,1
nope it s a term used to mock teabagger scum like all three of you better luck next time pal,1
rt all of kate upton s leaked nudes today amp more bitch lo,0
cause i m a trophy hunting little bitch,1
lola foxx steaming hot nubile lola foxx shoves her dildo deep into her wet pussy,1
best asian massage on the park slope top rated spa,0
you ain t nothin but a piece of cheese with out the corners in other words you ain t never gone be a slice bitch,1
so am i the only cracker up playing his guitar thank you on this saturday night,0
amos there are those who hate the one who upholds justice in court and detest the one who tells the truth,0
you can only say the word negro if it s attached to the word league then we re totally cool guys,0
bitch i called yu back,1
my main bitch amp my side bitch mad at me i could give two fuckssss,1
niggas living like hoes dats why dey dying bout nothing,1
ibs irritable bitch syndrome,1
this is a long yellow for a bunch of track sweeping not a ton have taken opportunities to pit,0
rt this bitch is awesome this,1
flipping back and forth between playoff baseball and the trainwreck formerly known as the new york jets,0
wasted nu ez s season,0
rt you can definitely tell who s a whore by what bitches wear when it s slightly warm out,1
lol this freshman said why dress up as a baby that s so retarded i said well i mean u act like a baby so might as well dress like one,1
rt got to hold a koala take selfies with kangaroos saw a bunch of bad ass birds of prey and pet a fucking emu today wtf,1
rt mcdonald employees always rolling their eyes when you pay with coins like bitch you broke af too fuck you giving me attitud,1
sighs of relief from beijing guoan fans amp s govt as club nips japanese rival in tense match,0
ima fill ur clam out,0
foley abduction linked to british jihadi kidnapping ring via,0
whipped cream,0
put your hands down bitch i ain t gon shoot you,1
rt edm music is trash af and annoying,0
rt white twitter when they get in an argument i wouldve bitch slapped her into,1
rt powers u don t go outside ur tanks been on full for months u anti social monkey,0
mother fuck everything you got going on today because i m going to vegas in a few hours bitch,1
let a bitch try and set me up she gone be stuck between a rock nd dis mufuckin glock my bitch bad she terrible,1
rt if there was an invisible celestial judge who killed those who spew hate on palestinians celebrities amp politicians would,1
rt yeah they trash q this man capitalized his h tho i m takin all ya fans,0
i cannot be worried bout no bitch cause i know a bitch could be somewhere sucking a dick ayeeee,1
pic circulating on jihadi feeds claiming an isis flag on top of mount arafa in the holiest day of pilgrimage,0
just lets you know we all self conscious even the pretty bitches,1
quit bitching faggot happy you cant see your faggot family cry baby little girl crying in the parking lot you aint a man sissy,1
i m not fuckin wit october she on some new shit bitch cold,1
rt wiz khalifas s song black and yellow is a beautiful song about a bruised banana,0
rt i know another chick i will never shoot again filing this one under heartless cunt,1
rt if you open a cold beer and it becomes warm before you finish it you re a bitch,1
rt ratchet bitches be like my name is shaniqua asssofathairsoreal brown get claps it claps right claps,1
los bitch taught me the true meaning of gravity when her panties kissed her ankles,1
nope never taken neighbors actual stuff just wifi acct info in their trash cans at am super easy,0
rt who tweeting with last night pussy ass or dick on they breath this morning,1
they re so goooood i just want like a savoury salty cheesy cracker,0
jean skirt ass hoe,1
my twitter app is poo trash,0
dreamed i was eating a brownie and started salivating and woke up almost coughing myself to death today is a struggle,0
let one of them dingy real nigger dogs catch it miss torah dont want that thot shit,1
in this world we don t spank the monkey the monkey spanks us,0
ff has been consistently one of marvel s worst properties ultimate ff was good but the entire ultimate universe is now in the trash,0
rt bro even with uno webo i still get more pussy than you,1
ya ll take note there ain t never tornadoes where colored folk live,0
i didn t know were blue and yellow,0
ogs love too see a yung nicca come up,1
bruh we was my fam nd yeah pussy niggas get no respect,1
traffic in the gables lt lt lt lt lt lt lt lt,0
rt bruhhhhh i want some oreos and milk,0
rt this bitch always in my pocket,1
that funky monkey,0
puffy face hoes,1
view from the ghetto ain t bad rio,0
in class tearing up like a bitch,1
yassss bitch,1
still hanging in we need this win nfl it s not sunday,0
rt don t curve the man today in whom you may need to eat your pussy tomorrow,1
white people need those weapons to defend themselves from the subhuman trash your sort unleashes on us,0
oh it s coming up little bitch and the u s has no veto over it it ll be a thrill to watch,1
why are people acting like they didn t know hoe allen was going to the cavs months ago,1
go away already,0
rt yaaass bitch yaasss soulja boy be having me so turnt,1
uh how long do i have till comes out with the newest incarnation of the i m so ready two years and this bitch still goes,1
i read that in his voice like a hoe,1
im trying to take the word bitch outta my vocabulary hardest shit ever,1
rt j cole ain t trash period,0
rt bron pregame speeches be so trash though lmao,0
i seeing ppl saying running a train on a bird and a parry is the same thing but das not what i know so looking for clarity,0
nooo not sailor moon and squad in the club w all my bitches lookin good,1
i adopted these bitches,1
i m not a trash talker brah i m polite and diplomatic on and off the court,0
she been a hoe all summer but soon as the fall weather hit she ll probably forget about all that and be a good girl again that s the cycle,1
rt we all know a double faced bitch named madison,1
lol you being a cunt,1
bitch nigga come over here i m on knodell vandyke n french rd fuck boy den talk dat shit,1
momma said no pussy cats inside my doghouse,0
do u still have ur blk pom,0
rt lol robbing ain t the word damn you was robbing them bitches,1
rt oreo speedwagon,0
rt in anglo saxon calendars november is considered the first day of winter winter s day,0
rt y all not gonna trash spirit airlines i travel w them all the time they even let me fly the plane times they don t mi,0
you said that s yo bitch but that bitch look fu,1
you should make me brownies,0
ayo i jus had a mini heart attack behind the wheel north philly n fire crackers don t mix i,0
i just wanted brownies man,0
if a bitch annoying she getting left,1
mcdonald s is hella trash to me now,0
monkey mad,0
nicca in my dm talkn bout follow his instagram lame nicca i now no longer follow you on twitter,1
i m sick and tired of trying to see how long before kills a,1
i ll never let a broke bitch influence me,1
rt run differentials mets yankees,0
is he chunky,0
bitch i juss askd yu uh question yo ole choppa bullet head ahh,1
is it weird licking your own nip,0
rt can t put my trust in no bitch,1
rt plenty of kobe vs dwight trash talk after the game too,0
only goofy niggas simp over chicks with community pussy,1
i feel like that niggah pac these bitches set me up,1
you are a bitch,1
it always looks so nice i was gonna buy this yellow one,0
should be going to free birds anyways,0
probably yeah by most accounts he has the personality to handle it though and he can wear a yellow suit if he puts up points,0
rt if you tell her the dick good she gone wanna try tell her it s wack she gone wanna see for herself a hoe gone be a h,1
rt emma watson,0
i would dead upper cut that bitch,1
why uou so ghetto,0
rt if you a hoe on the internet you a hoe irl,1
lil bitch,1
you little fag at least i will fuck a woman to have kids plus work to support them hipster homo,1
wait what you a faggot if you wear a seat beat,1
rt significant number of us tweets were americans flipping the bird to is uk not so much,0
rt oreo cheesecake bars,0
come home from work to bridesmaids twinkies and a bottle of wine,0
drunk inlove with my gun bae bitch beyonc,1
ever met a bitch that fucked with your nigga but was to pussy to admit it a bitch for a bitch,1
tom brady slowly becoming washed nah his weapons just trash,0
captain save a hoe is the most annoying phrase,1
rt syrian brought to us for democracy training endorses jihadis,0
your mama raised you as bitch right,1
rt this monkey on my back keeps smearing poop in my hair,0
i think i m gonna walk around the house free as a bird,0
dese hoes be lyin to all of us nigga,1
this one night i was tripping off brownies i put my running shoes on and i was still in pjs it was am,0
ankles hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles,1
yea randy that white changed my whole mind that hoe nice,1
igot to level so far on flappy birds smh,0
stockboy everyone mocks you,0
lol just getting this early bird catches the worm,0
i just learned how many retards you can find when you search trending topics,1
these hoes like niggas that spend money not talk bout it,1
rt when the trash bag is so full you can barely tie it sttooopp,0
rt peyton manning s remarkable season pass yds nfl record pass td nfl record completions likely ho,0
a ghetto girl s best bet is to find work at a call center and try to climb that corporate latter,0
fuck ya main hoe now she claimin mob hav her brake ya heart wen i rob ya inda daark,1
not really sure how to describe what s happening here vip room,0
yaaaassss these bitches sad you don t like me why cause my friend don t that s basically how girls work,1
that was no accident lmfao these hoes trynna be lowkey slick,1
yourself faggot buy a dictionary,1
i m not bouta let no bitch play with none of my family it don t matter if i fuck with them or not,1
gt rt niggahs telling hoes i m down talking them just so i can t get on,1
u ever seen a bitch talk shit about another bitch then u see them hanging together,1
what s the name of that hoe lol it sounds good,1
so you gon call me a nigger because of that fuck wrong with you,1
unexplainable,0
so trash,0
i don t talk to niccas i talk to god we can relate,1
but bitches be mad than a mf when they don t know what i m doing amp how i getting it,1
rt man fuck flappy bird,1
it s degrees and this bitch has a stuffed animal wrapped around her neck,1
rt i think i m addicted to naked pictures and sit talking bout bitches that we almost had,1
he forced it lol mad bitches came to my mind thru every bar,1
breakfast of champions shrimp lobster balls no sandusky french fries nd a nice big quahog clam for,0
this bitch is mad because her man cheated but she cheated too why you mad,1
you a hoe ass savage this shit brings up memories so cook on my g,1
sex positions this what u call fucking the soul outta bitch,1
pickup line are you a cat lady because i love pussy too no wait i literally meant i like cats,1
colt mccoy wins he s still trash,0
if royals have a fire sale i want the whole team leave gardner and tanaka the rest can please go along with joe and cash,0
wagon burner jk jk you did look pretty latino here,0
should i be worried that a lady behind my building is talking to a crow,0
im goin now so be expecting to get slept faggot,1
i ve only like about pair they re overpriced trash,0
rt gardy goes yardy again he leads off the game with a hr for the second straight night and it s,0
rt it s about that time of the year when all the lightskin hoes who swore they was brown cuz of they summer tan come back,1
now i m gook boy shawty,0
just smile bitches love smiling d,1
i told mariam to but cigarettes for her birthday you also called me trash rn,0
now a days niqqas would rather be real wit a niqqa or bitch they wanna fuck wit rather than they day one niqqa smfh our generation is fallin,1
lmfao bitch got her shit rocked,1
wow thats great language coming from a hs coach you sure are a role model you re trash just like your account,0
rt coming up at a charlie baker s campaign admits he may have been wrong about the emotional fisherman story from this w,0
the bitch got some nerve,1
we gotta find this hoe,1
the distant chugs at the end of dried up remain to be some of the most perfectly heavy guitars ever recorded,0
drinking coronas these bitches are quite tasty,1
dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya its happend,1
rt whipped,0
up early on dat good dope wit my niccas,1
go back to mutt rev i style of course that would necessitate running over a dog and adopting it,0
i dont mind gay people but the flamboyant hey look at me ima faggot kinda gays annoy me bruh just play wit ya booty in peace ion care,1
fran is a hillbilly virginia mountain man who has pre s white anglo saxon beliefs,0
rt it s unattractive when girls act ghetto,0
rt word and it don t make u a hoe rt it s okay to have sex on first date long as the feeling is mutual,0
its too early for all this bullshit fuck all yall hoes lmfao,1
hoe told me she was gonna chop my dick off she was from baltimore,1
i give up on the tankees i mean yankees maybe next year,0
stafford trash without megatron,0
there you go acting like a hoe,1
rt fellas take note rt eating pussy keeps your lips soft,1
rt lakers on i thought trash day was monday,0
burritos are trash,0
who wanna play pin da tail on da colored man s butt,0
rt idk how people can just not have a job and stay at home all day watching tv it was so boring for me to do it days idk ho,0
rt female ig models in person be so trash,0
bitch nicca talmbout a mf peat df y all ain t da lakers,1
i hate txtn this niggah man lol,1
charlie crist has asked to keep polls in broward open until pm claiming long lines media reports say turnout light in broward,0
getting every dolla out this bitch,1
rt seen theses niggas lose it all over a basic bitch,1
friends don t let friends become guidos,0
guys number on the yankees looks like uncle stevie lmao im dying,0
give me wishes i wish i wish i wish you would bitch,1
rt for the last few weeks my name been cripple,0
rt run up on a nigga get to squeezing hoe hahaa,1
juss the way she stands screams bitch lmao,1
rt my self esteem has two levels i m a worthless piece of shit who deserves no love bow down before me bitches i am you,1
nj sole sole sauce get those soles icy again,0
rt it s like the walking dead but with less carl and more talking birds zombie attack,0
jealous niggas usually send the hate threw the bitches,1
rt i wish i was one of those girls who guys liked no matter what ike i could wear sweats and my hair up and they would sti,0
on ya pussy rap sheet it s a whole lot of bros,1
one big school full of fake bitches,1
this single shit so boring suck it bitch,1
good read gt rt why your cat thinks you re a huge unpredictable ape,0
rt these bitches can t do nothin for you,1
i just accidentally ate a pot brownie i guess there goes my pledge of being drug free for life lolz lmao,0
pretty over this whole yankees thing id rather lose in the alcs every year then live in detroit i miss the real steinbrenner,0
people who chose the country over the city are miserable trash they deserve neither respect nor consideration they are less than scum,0
well how about those yankees this year what a run,0
mark teixeira finally stepping up hr and couple of bbs,0
ebony babe pussy,1
i hate when i see a thick bitch on instagram then she show up looking like a teddy graham,1
alfredo linguini pasta just fancily prepared trash,0
rt congressional hopeful richard tisei stops in at baker s swampscott rally but still no charlie,0
there s a lane some bitches need to stay in the left n get right the fuck outta our face,1
come on man rt oreo needs to chill rt you know about these good or nah,0
rt bitch you didn t feed me you asked my to buy you a burger lmfaoooooo no,1
don t no nigga want an artificial bitch let me repeat that not one,1
good pick birds,0
druggys with hoes again gotta have the dopest video ever,1
that would be your yankees earl we all know they should win all,0
i liked a video the sock fairy a short film,0
rt this bitch does so begrudgingly as fuck was like man up you a big bad man crying like a bitch,1
bitch,1
rt just gotta remind bae you got no hoes,1
your opinion plz when election over will there be any improvement or will bo still be allowed to trash america,0
rt with his bitch ass buut thaats bae kinda lol,1
it s definitely a bitch everything in life is ruled by money such a moral heartbreak,1
rt chicago will not refund million made from red light tickets issued after yellow lights were shortened,0
sorry sam i went to rt is wes durham woody durham son if so why is that tar baby doing a pack game,0
hmu talmbout match but when i pull up its other niccas wit ya,0
rt use what talent you possess the woods would be very silent if no birds sang except those that sang best,0
victor amp shawn legs don t hurt they jigg every damn night,1
rt attention leggings ain t for everybody especially you hippo looking hoes,1
yeah we know about anglo american principles,0
rt are you justin beiber because your a fucken gay cunt,1
lt lt lt when it s yellow outside,0
don t be a bitch,1
rt oreo ice cream,0
rt lol when bitches tryna chill with me like do u kno who i am im the mother fuxin dory hoe i touched the butt,1
this re colored pictured of abraham lincoln is one of the coolest things i ve seen in a while,0
don t tell the dumb hoes that,1
all these bitches want love from scrappy,1
in the fashion world urban means stolen from black people its ghetto on us and urban on them haha,0
lol ooop qt you little twats,1
thinking about the boom boom boom waaay ho video makes me laugh at least once a day,0
up like an eagle tryna catch the early bird that catches the worm,0
rt pink albino dolphins are extremely rare but do exist in the wild,0
bored then a hoe in the auditorium hmu,1
dawg rt man this about to be another trash thursday night game,0
i popped a molly every day last year,1
aye a nicca is tired tho,0
this bitch has two jobs and is starting school on the th,1
real basketball players get disappointed when they throw something in the trash can and miss,0
rt how to get bitches,1
i couldn t care less about these bitches,1
bitch looks like spongebob,1
one thing about it i m a loyal a nicca,1
rt all talk blahblah bye bitch,1
i realized it s the one on link s awakening too so you killed two birds with one stone unless you re getting the wind fish too,0
it s dumb cunts like you that make me sad to have served in a war so you wouldn t have to,1
if im trash ur trash since we baes now,0
rt just a bunch of rednecks hammered for three straight days,1
rt i m such a sarcastic bitch its beautiful,1
rt where these bitches at,1
when rappers say twat it makes me feel weird,0
you ever seen a fine eskimo bitch i m in google images looking them up now,1
fuck this i need a fat bitch these skinny bitches ain t hungry for da mula hahaha,1
cut up porkchop canned pinto beans a small can of carrots can of corn celery a potato cayenne powder crushed red pepper,0
rt meet me and my bitches,1
rt brendon urie must make other boys feel like trash,0
lol ike turner,0
he gets this bratty attitude from brittany and its for the birds,0
dayum saterlyt shoz un bayg ho ul,0
we raided nicki s wig closet for the summer bad gals just wanna have fun this bitch has the a nerve smh,0
having a blast yesterday she even had me on the monkey bars tryna kill myself lol,0
i ain t really trippin about the money yo that shit constantly comes like a bitch pussy,1
coon rt lt fills coffee up halfway gt lt uses irish cremes to fill other half gt,0
nba handle your zebras,0
you should have to be over foot and lbs to buy a truck we know most of you get em cause you re scrawny country pussies,1
fucking coon,1
wait a minute bowyer causing a yellow in a chase race rt caution,0
rt oregon state wr is a popular pick in recent mock drafts draft tracker,0
dislike people who bitch about other people being in relationships dislike people who bitch about people being single,1
rt ik vraag me al maanden af hoe de nl pers zich als een stel hoeren is gaan ge,0
u lost puppies dont know shit leave them niggers alone u can learn something besides how they like,1
rt happy th birthday to my main hoe and partner in crime,1
rt cue the liberal left s uncle tom attacks against tim scott in,0
john mccain trashes jay carny live on cnn,0
y all be cool out there in that cold chasing them hoes,1
rt that pointy nail game is for da birds,0
with birds ill share this lonely view,0
done for the yankees,0
or as i like to put it looking through race colored glasses,0
rt beautiful smiles and colored eyes,0
eating a roasted potato and smiling till my cheeks are sore the crow sfx in this cape crisis are super great,0
where does that fucking muzzie edict come from feds or prov govt s,1
blue cheese crackers intrigues and repulses me at the same time,0
i have never actually seen a yellow duck,0
holy shit i am just getting dunked on by a cripple this is unreal,1
that ugly ass picture and thanks bitch,1
insecure much put all you insults in one tweet fucking dumbass dude i d wreck you you faggot,1
rt i have sex with a lot of guys but i m not a hoe and i can sell crack to people and not be a drug dealer foh hoe,1
rt if or don t know you then you are not welcome on saturday bitches,1
when jake from state farm keep calling yo bitch but yall got progressive,1
only a couple of red sox have gotten past first base i m dying laughing maybe the yanks need to teach them some game,0
rt also as part of my release day gift yes we get those this adorable bumblebee bear,0
a hoe gonna be a hoe regardless,1
rt this bitch on maury a thug,1
tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh,1
pussy,1
mixtape sell sole got some bangers,0
diet coke trash,0
twitter is not a source of news broadcast you fucking retards it is when nbc abc cnn fox etc are all keeping quiet,1
can someone get me cheese and crackers,0
i love white noise and love delillo i ve resisted reading house of leaves for years it mocks me on my shelf,0
your a queer,1
i cannot express how infinitely better the book is to this trash,0
just noticed some trash on my notification page i had to clean up,0
rt yall stay tracking pussy miles but refuse to put any effort into controlling your own peen but okay i guess whatever ke,1
swag killed the bitch like columbine,1
just fuckin roasted this faggot,1
my side bitch is my main bitch cuz my main bitch aint feelin me nomo nomo,1
lol colored contacts played out,0
rt she a dumb bitch smh,1
the kfan mock draft continues cleveland is on the clock paul allen has the vikings th pick i am going with def back justin gilbert,0
the people who work at those companies tend to be trash,0
noap not taking them rt maca root pills making my vagina do the wop,0
shy glizzy feat plies free tha gang,0
at pussy cat lounge killin it with my girlz and,0
pussy,1
i wanna cut my hair but i m too busy being a bitch about it,1
freak hoes,1
rt i hate a always wanna smoke but aint got no money as nigga bitch like bye falisha,1
this shit right here nigguh,1
an inning and a half away from alex rodriguez being eligible to play just a thought omg feel an ulcer,0
i was playing music in the kitchen and now my mom keeps asking tony why give a bitch your heart when she rather have a purse,1
this my dog telling me he is done playing frisbee for now lazy mutt,0
my pits be stankin from doin dem flows is hard on a ol colored body in da heat dem white women be pushy when day want dare flows fixed,0
sounded like a bitch but whatever,1
well they re hoes no one expects them to be loyal,1
why they playing trash on espn right now,0
being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend,1
bitches be in they feelings to much like live bitch,1
check his hoe for i check her,1
gucci mane on a bitch,1
money hoes and clothes,0
lol i will be there in the morning hoe,1
negative slopes aka a chart of my grades in math,0
just remember to keep the skirt dark colored it camouflages all that pan dimensional gore,0
rt the radio is trash,0
too pretty not to pretty jeezus my redneck education is showing,0
bitch gotta work all hard to clean that shit without ripping her skin lmaosjdusubejs,1
uncle tom hypocrite,1
rt dudes probably just think eating pussy is sucking on pussy lips fse cut it out,1
fairy tale hat free crochet pattern for child and adult at,0
rt buy me double stuffed oreos and you can be my boyfriend,0
rt win final score,0
jets trash,0
rt free the squaddd we in this bitch solid first block freee us,1
fantastic ready for tomorrow s sweep of the disposed o s ever except this month,0
rt apologies trash what s understood ain t gotta be explained,0
rt drawing myself an organic powdered goats milk bath with rose petals and chopped clams eww what just kidding it s mr bubbl,0
my sex game better than yo ex niggah,1
rt ray j is the perfect example of what happens when you give a lame nigga some pussy,1
when robinson cano left the yankees they were selling his jersey for when aaron hernandez went to jail they sold his for,0
best asian massage on the park slope top rated spa,0
con t also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns,0
what a smelly hater bitch,1
lol find a redneck from oakleaf to take you,0
egg nog taste like what bird doodoo look like,0
mom heard a song about some guy with bitches and a long something or other so he could fuck the world for hours or something lolol,1
haha monkey feet i like it but real feet are magical on a back it smoothes every nook and cranny of tightness,0
lol bitches aint shit,1
god bless the dumb niggas who trust these hoes,1
rt saying who cares comes from a privileged position may you never experience what a queer person goes through and may,1
boy these downlow niccas should be ashamed,1
rt don t talk behind my back i hate that pussy shit,1
seriously if you re living at someone s place for free the least you could do is help keep it clean,1
was like blocked bitch don t start they are blocking us in,1
i got dirty birds hey shoot like larry bird hey,0
f u tumblr bc my blog is black amp white but there s so many great colored things i could reblog fml,0
never seen purple bird poop until today lol,0
rt ill advised slant call there,0
shit is fucking retarded no one wants to see this shit,1
rt so i took a pictures with him and he ate all the brownies i made but he s the new homie,0
them quicc to blast bitches them all about the cash bitches,1
rt a year old girl once struck out babe ruth and lou gehrig back to back and was banned from baseball for it,0
rt last time auditions came to dublin i auditioned and and a man in a blue monkey s,0
rt i would rather fuck a fat chick than allow a nigger into my house,1
lol i got rose been dat nicca tho never forget lol yee i was trippin,1
and who said i didn t like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly,1
g s up hos down rush i mean clearly he likes to party,1
i never get on twitter but when i do i get in bitch fights with niggas not even females bruh,1
paceys just told me about how flash was touching himself and he was turning yellow and black,0
ill find a cute hoosier to date next year,0
bread in general aint too good for ya but honky bread the worst,0
rt water is wet rt nike dc is trash,1
i get so deep in that pussy i touch the back of her soul,1
rt i thank every broad in the universe who takes that step forward amp puts colored contacts in her eyes that s one less person,0
cookies and crackers aren t even on the same level,0
brah wiz cheated she had hair like a dyke uh duh,0
rt lmaooooooo rt ayo take this pic for me fam you think the bitches gon fuck with this pic,1
rt drinking to the last drop washing teapot,0
rt gov rick scott refuses to debate charlie crist because of a small fan,0
sorry wrong bitch,1
some guy at orientation got asked what his top favorite music artists are and the first thing this bitch said was usher,1
foto imapython bieg albino sea turtle i think u mean soul of the ocean,0
stuffed her like an oreo,1
so was chris brown talking bout hisself when he said these hoes ain t loyal,1
rt me too defiantly going to see that new planet of the apes tonight,0
beyonc more of a hipster bitch wit no hips these days,1
ugh that crazy bitch in the crucible smh,1
